data,"""cpu"""
7/12/2020 14:22,0.3
7/12/2020 14:23,0.2
7/12/2020 14:24,0.3
7/12/2020 14:25,19
7/12/2020 14:26,0.3
7/12/2020 14:27,0.2
7/12/2020 14:28,0.3
7/12/2020 14:29,0.3
7/12/2020 14:30,3.4
7/12/2020 14:31,0.2
7/12/2020 14:32,0.3
7/12/2020 14:33,0.2
7/12/2020 14:34,0.3
7/12/2020 14:35,3.7
7/12/2020 14:36,0.4
7/12/2020 14:37,0.3
7/12/2020 14:38,0.4
7/12/2020 14:39,0.2
7/12/2020 14:40,3
7/12/2020 14:41,0.3
7/12/2020 14:42,0.5
7/12/2020 14:43,0.2
7/12/2020 14:44,0.3
7/12/2020 14:45,2.7
7/12/2020 14:46,0.2
7/12/2020 14:47,0.2
7/12/2020 14:48,0.3
7/12/2020 14:49,0.2
7/12/2020 14:50,3
7/12/2020 14:51,0.3
7/12/2020 14:52,0.4
7/12/2020 14:53,0.3
7/12/2020 14:54,0.3
7/12/2020 14:55,17
7/12/2020 14:56,0.5
7/12/2020 14:57,0.5
7/12/2020 14:58,0.3
7/12/2020 14:59,0.3
7/12/2020 15:00,3.9
7/12/2020 15:01,0.4
7/12/2020 15:02,0.5
7/12/2020 15:03,0.4
7/12/2020 15:04,0.3
7/12/2020 15:05,2.9
7/12/2020 15:06,0.5
7/12/2020 15:07,0.3
7/12/2020 15:08,0.8
7/12/2020 15:09,0.4
7/12/2020 15:10,2.9
7/12/2020 15:11,0.3
7/12/2020 15:12,0.5
7/12/2020 15:13,0.3
7/12/2020 15:14,0.3
7/12/2020 15:15,2.7
7/12/2020 15:16,0.3
7/12/2020 15:17,0.3
7/12/2020 15:18,0.5
7/12/2020 15:19,0.3
7/12/2020 15:20,2.8
7/12/2020 15:21,0.3
7/12/2020 15:22,0.4
7/12/2020 15:23,0.2
7/12/2020 15:24,0.5
7/12/2020 15:25,17.7
7/12/2020 15:26,0.5
7/12/2020 15:27,0.3
7/12/2020 15:28,0.4
7/12/2020 15:29,0.3
7/12/2020 15:30,3.3
7/12/2020 15:31,0.3
7/12/2020 15:32,0.3
7/12/2020 15:33,0.3
7/12/2020 15:34,0.4
7/12/2020 15:35,2.5
7/12/2020 15:36,0.4
7/12/2020 15:37,0.3
7/12/2020 15:38,0.4
7/12/2020 15:39,0.3
7/12/2020 15:40,2.7
7/12/2020 15:41,0.2
7/12/2020 15:42,0.4
7/12/2020 15:43,0.3
7/12/2020 15:44,0.3
7/12/2020 15:45,4.1
7/12/2020 15:46,0.3
7/12/2020 15:47,0.2
7/12/2020 15:48,0.5
7/12/2020 15:49,0.3
7/12/2020 15:50,2.5
7/12/2020 15:51,0.2
7/12/2020 15:52,0.3
7/12/2020 15:53,0.1
7/12/2020 15:54,0.4
7/12/2020 15:55,18.4
7/12/2020 15:56,0.3
7/12/2020 15:57,0.2
7/12/2020 15:58,0.4
7/12/2020 15:59,0.2
7/12/2020 16:00,3.1
7/12/2020 16:01,0.4
7/12/2020 16:02,0.5
7/12/2020 16:03,0.3
7/12/2020 16:04,0.5
7/12/2020 16:05,2.5
7/12/2020 16:06,0.4
7/12/2020 16:07,0.3
7/12/2020 16:08,0.4
7/12/2020 16:09,0.2
7/12/2020 16:10,2.9
7/12/2020 16:11,0.2
7/12/2020 16:12,0.4
7/12/2020 16:13,0.3
7/12/2020 16:14,0.3
7/12/2020 16:15,2.5
7/12/2020 16:16,0.3
7/12/2020 16:17,0.2
7/12/2020 16:18,0.4
7/12/2020 16:19,0.3
7/12/2020 16:20,2.6
7/12/2020 16:21,0.3
7/12/2020 16:22,0.3
7/12/2020 16:23,0.3
7/12/2020 16:24,0.4
7/12/2020 16:25,17.3
7/12/2020 16:26,1.2
7/12/2020 16:27,0.4
7/12/2020 16:28,0.5
7/12/2020 16:29,0.7
7/12/2020 16:30,3.7
7/12/2020 16:31,0.3
7/12/2020 16:32,0.4
7/12/2020 16:33,0.3
7/12/2020 16:34,0.4
7/12/2020 16:35,2.7
7/12/2020 16:36,0.4
7/12/2020 16:37,0.3
7/12/2020 16:38,0.4
7/12/2020 16:39,0.3
7/12/2020 16:40,2.8
7/12/2020 16:41,0.3
7/12/2020 16:42,0.3
7/12/2020 16:43,0.3
7/12/2020 16:44,0.3
7/12/2020 16:45,3.3
7/12/2020 16:46,0.3
7/12/2020 16:47,0.3
7/12/2020 16:48,0.7
7/12/2020 16:49,0.3
7/12/2020 16:50,3.1
7/12/2020 16:51,0.4
7/12/2020 16:52,0.3
7/12/2020 16:53,0.4
7/12/2020 16:54,0.3
7/12/2020 16:55,18.7
7/12/2020 16:56,0.4
7/12/2020 16:57,0.3
7/12/2020 16:58,0.6
7/12/2020 16:59,0.2
7/12/2020 17:00,3.4
7/12/2020 17:01,0.4
7/12/2020 17:02,0.4
7/12/2020 17:03,0.2
7/12/2020 17:04,0.5
7/12/2020 17:05,2.3
7/12/2020 17:06,0.4
7/12/2020 17:07,0.3
7/12/2020 17:08,0.5
7/12/2020 17:09,0.5
7/12/2020 17:10,2.3
7/12/2020 17:11,0.2
7/12/2020 17:12,0.3
7/12/2020 17:13,0.3
7/12/2020 17:14,0.4
7/12/2020 17:15,3
7/12/2020 17:16,0.3
7/12/2020 17:17,0.3
7/12/2020 17:18,0.5
7/12/2020 17:19,0.3
7/12/2020 17:20,3.1
7/12/2020 17:21,0.4
7/12/2020 17:22,0.3
7/12/2020 17:23,0.3
7/12/2020 17:24,0.3
7/12/2020 17:25,16.8
7/12/2020 17:26,0.4
7/12/2020 17:27,0.2
7/12/2020 17:28,0.7
7/12/2020 17:29,0.2
7/12/2020 17:30,3.5
7/12/2020 17:31,0.3
7/12/2020 17:32,0.4
7/12/2020 17:33,0.4
7/12/2020 17:34,0.4
7/12/2020 17:35,2.5
7/12/2020 17:36,0.4
7/12/2020 17:37,0.3
7/12/2020 17:38,0.5
7/12/2020 17:39,0.5
7/12/2020 17:40,2.9
7/12/2020 17:41,0.4
7/12/2020 17:42,0.3
7/12/2020 17:43,0.3
7/12/2020 17:44,0.3
7/12/2020 17:45,3
7/12/2020 17:46,0.4
7/12/2020 17:47,0.1
7/12/2020 17:48,0.7
7/12/2020 17:49,1.7
7/12/2020 17:50,3
7/12/2020 17:51,0.9
7/12/2020 17:52,0.6
7/12/2020 17:53,0.3
7/12/2020 17:54,0.4
7/12/2020 17:55,16.6
7/12/2020 17:56,4.9
7/12/2020 17:57,0.4
7/12/2020 17:58,0.4
7/12/2020 17:59,0.3
7/12/2020 18:00,24
7/12/2020 18:01,0.7
7/12/2020 18:02,0.4
7/12/2020 18:03,5
7/12/2020 18:04,0.3
7/12/2020 18:05,3.1
7/12/2020 18:06,0.5
7/12/2020 18:07,1.2
7/12/2020 18:08,2.7
7/12/2020 18:09,0.4
7/12/2020 18:10,8
7/12/2020 18:11,0.5
7/12/2020 18:12,0.7
7/12/2020 18:13,1.5
7/12/2020 18:14,5.3
7/12/2020 18:15,3.3
7/12/2020 18:16,0.4
7/12/2020 18:17,0.4
7/12/2020 18:18,4
7/12/2020 18:19,0.4
7/12/2020 18:20,7.6
7/12/2020 18:21,0.3
7/12/2020 18:22,1.3
7/12/2020 18:23,2.8
7/12/2020 18:24,34
7/12/2020 18:25,19.1
7/12/2020 18:26,1.2
7/12/2020 18:27,23.8
7/12/2020 18:28,7.9
7/12/2020 18:29,2.8
7/12/2020 18:30,9.4
7/12/2020 18:31,0.9
7/12/2020 18:32,1.5
7/12/2020 18:33,2.7
7/12/2020 18:34,6
7/12/2020 18:35,3.8
7/12/2020 18:36,1
7/12/2020 18:37,0.9
7/12/2020 18:38,4.2
7/12/2020 18:39,1.3
7/12/2020 18:40,5.7
7/12/2020 18:41,0.9
7/12/2020 18:42,1.9
7/12/2020 18:43,4.8
7/12/2020 18:44,9.7
7/12/2020 18:45,3.5
7/12/2020 18:46,5.5
7/12/2020 18:47,0.9
7/12/2020 18:48,3.1
7/12/2020 18:49,0.9
7/12/2020 18:50,7.4
7/12/2020 18:51,1.1
7/12/2020 18:52,1
7/12/2020 18:53,1.9
7/12/2020 18:54,18.8
7/12/2020 18:55,28
7/12/2020 18:56,2
7/12/2020 18:57,20.9
7/12/2020 18:58,27.7
7/12/2020 18:59,1.7
7/12/2020 19:00,9
7/12/2020 19:01,1.7
7/12/2020 19:02,1.5
7/12/2020 19:03,4.6
7/12/2020 19:04,1.2
7/12/2020 19:05,4
7/12/2020 19:06,0.9
7/12/2020 19:07,1
7/12/2020 19:08,5.8
7/12/2020 19:09,0.9
7/12/2020 19:10,9.2
7/12/2020 19:11,0.9
7/12/2020 19:12,1.9
7/12/2020 19:13,3.5
7/12/2020 19:14,6.7
7/12/2020 19:15,5.9
7/12/2020 19:16,1.4
7/12/2020 19:17,1.2
7/12/2020 19:18,5.2
7/12/2020 19:19,1.1
7/12/2020 19:20,8.6
7/12/2020 19:21,1.3
7/12/2020 19:22,1.9
7/12/2020 19:23,3.1
7/12/2020 19:24,32.5
7/12/2020 19:25,19.8
7/12/2020 19:26,0.8
7/12/2020 19:27,26.4
7/12/2020 19:28,8.1
7/12/2020 19:29,0.8
7/12/2020 19:30,4.5
7/12/2020 19:31,0.8
7/12/2020 19:32,0.7
7/12/2020 19:33,1.8
7/12/2020 19:34,0.9
7/12/2020 19:35,3.3
7/12/2020 19:36,0.4
7/12/2020 19:37,0.3
7/12/2020 19:38,0.3
7/12/2020 19:39,0.3
7/12/2020 19:40,3.1
7/12/2020 19:41,0.3
7/12/2020 19:42,0.2
7/12/2020 19:43,0.3
7/12/2020 19:44,0.1
7/12/2020 19:45,3.1
7/12/2020 19:46,0.3
7/12/2020 19:47,0.4
7/12/2020 19:48,0.4
7/12/2020 19:49,0.4
7/12/2020 19:50,3.1
7/12/2020 19:51,0.3
7/12/2020 19:52,0.3
7/12/2020 19:53,0.3
7/12/2020 19:54,0.2
7/12/2020 19:55,18.4
7/12/2020 19:56,0.1
7/12/2020 19:57,0.4
7/12/2020 19:58,0.3
7/12/2020 19:59,0.3
7/12/2020 20:00,99.4
7/12/2020 20:01,0.5
7/12/2020 20:02,3.2
7/12/2020 20:03,3.5
7/12/2020 20:04,2.6
7/12/2020 20:05,6.7
7/12/2020 20:06,2.2
7/12/2020 20:07,2.8
7/12/2020 20:08,7.6
7/12/2020 20:09,5.1
7/12/2020 20:10,32.1
7/12/2020 20:11,45.3
7/12/2020 20:12,4.5
7/12/2020 20:13,4.3
7/12/2020 20:14,8.8
7/12/2020 20:15,4.8
7/12/2020 20:16,9.8
7/12/2020 20:17,4.8
7/12/2020 20:18,9.3
7/12/2020 20:19,3.5
7/12/2020 20:20,20.3
7/12/2020 20:21,0.8
7/12/2020 20:22,1.4
7/12/2020 20:23,2.9
7/12/2020 20:24,1.7
7/12/2020 20:25,41.1
7/12/2020 20:26,3.3
7/12/2020 20:27,1.1
7/12/2020 20:28,4.2
7/12/2020 20:29,0.8
7/12/2020 20:30,8.3
7/12/2020 20:31,1.1
7/12/2020 20:32,1.8
7/12/2020 20:33,2.5
7/12/2020 20:34,12.3
7/12/2020 20:35,4.9
7/12/2020 20:36,11.6
7/12/2020 20:37,0.9
7/12/2020 20:38,4.7
7/12/2020 20:39,1.3
7/12/2020 20:40,4.7
7/12/2020 20:41,0.7
7/12/2020 20:42,1.5
7/12/2020 20:43,4.3
7/12/2020 20:44,1.5
7/12/2020 20:45,9.7
7/12/2020 20:46,8.9
7/12/2020 20:47,0.9
7/12/2020 20:48,5.3
7/12/2020 20:49,2.8
7/12/2020 20:50,5.6
7/12/2020 20:51,3.8
7/12/2020 20:52,2.9
7/12/2020 20:53,1.8
7/12/2020 20:54,1.7
7/12/2020 20:55,25.6
7/12/2020 20:56,7.8
7/12/2020 20:57,4.8
7/12/2020 20:58,4.1
7/12/2020 20:59,7.4
7/12/2020 21:00,7.9
7/12/2020 21:01,1.5
7/12/2020 21:02,1.9
7/12/2020 21:03,5.7
7/12/2020 21:04,1.4
7/12/2020 21:05,3.9
7/12/2020 21:06,1.1
7/12/2020 21:07,1.1
7/12/2020 21:08,5.7
7/12/2020 21:09,1.1
7/12/2020 21:10,3.9
7/12/2020 21:11,0.9
7/12/2020 21:12,2
7/12/2020 21:13,3.4
7/12/2020 21:14,6.2
7/12/2020 21:15,3.4
7/12/2020 21:16,1.1
7/12/2020 21:17,0.9
7/12/2020 21:18,2.9
7/12/2020 21:19,0.8
7/12/2020 21:20,5.3
7/12/2020 21:21,1.2
7/12/2020 21:22,1.7
7/12/2020 21:23,2.7
7/12/2020 21:24,15.6
7/12/2020 21:25,22
7/12/2020 21:26,3.7
7/12/2020 21:27,0.9
7/12/2020 21:28,3.8
7/12/2020 21:29,1
7/12/2020 21:30,6.9
7/12/2020 21:31,1
7/12/2020 21:32,1.8
7/12/2020 21:33,3.1
7/12/2020 21:34,6
7/12/2020 21:35,3.8
7/12/2020 21:36,1.1
7/12/2020 21:37,0.9
7/12/2020 21:38,6.2
7/12/2020 21:39,1.7
7/12/2020 21:40,4.1
7/12/2020 21:41,0.7
7/12/2020 21:42,1.6
7/12/2020 21:43,24.3
7/12/2020 21:44,0.9
7/12/2020 21:45,3.3
7/12/2020 21:46,0.6
7/12/2020 21:47,0.5
7/12/2020 21:48,3.6
7/12/2020 21:49,0.4
7/12/2020 21:50,4.1
7/12/2020 21:51,0.5
7/12/2020 21:52,1.3
7/12/2020 21:53,2.6
7/12/2020 21:54,6.2
7/12/2020 21:55,29.6
7/12/2020 21:56,1.9
7/12/2020 21:57,0.5
7/12/2020 21:58,4.1
7/12/2020 21:59,0.6
7/12/2020 22:00,6
7/12/2020 22:01,0.7
7/12/2020 22:02,0.7
7/12/2020 22:03,4.8
7/12/2020 22:04,0.5
7/12/2020 22:05,3.1
7/12/2020 22:06,0.1
7/12/2020 22:07,0.3
7/12/2020 22:08,4.4
7/12/2020 22:09,0.3
7/12/2020 22:10,2.8
7/12/2020 22:11,0.3
7/12/2020 22:12,0.2
7/12/2020 22:13,2.9
7/12/2020 22:14,5.2
7/12/2020 22:15,3.9
7/12/2020 22:16,0.2
7/12/2020 22:17,0.3
7/12/2020 22:18,4.4
7/12/2020 22:19,0.3
7/12/2020 22:20,3.5
7/12/2020 22:21,0.3
7/12/2020 22:22,0.9
7/12/2020 22:23,17
7/12/2020 22:24,24.1
7/12/2020 22:25,20.6
7/12/2020 22:26,5.8
7/12/2020 22:27,0.6
7/12/2020 22:28,2.3
7/12/2020 22:29,0.5
7/12/2020 22:30,4.3
7/12/2020 22:31,0.4
7/12/2020 22:32,0.9
7/12/2020 22:33,2.7
7/12/2020 22:34,5.8
7/12/2020 22:35,2.9
7/12/2020 22:36,0.4
7/12/2020 22:37,0.3
7/12/2020 22:38,2.4
7/12/2020 22:39,0.3
7/12/2020 22:40,10.5
7/12/2020 22:41,0.3
7/12/2020 22:42,0.1
7/12/2020 22:43,2.2
7/12/2020 22:44,0.1
7/12/2020 22:45,2.9
7/12/2020 22:46,0.3
7/12/2020 22:47,0.3
7/12/2020 22:48,2.7
7/12/2020 22:49,0.3
7/12/2020 22:50,3.3
7/12/2020 22:51,0.2
7/12/2020 22:52,0.7
7/12/2020 22:53,1.5
7/12/2020 22:54,3.7
7/12/2020 22:55,27.3
7/12/2020 22:56,7.5
7/12/2020 22:57,1.7
7/12/2020 22:58,4
7/12/2020 22:59,14.4
7/12/2020 23:00,3.5
7/12/2020 23:01,0.7
7/12/2020 23:02,0.7
7/12/2020 23:03,3.8
7/12/2020 23:04,0.7
7/12/2020 23:05,2.7
7/12/2020 23:06,0.5
7/12/2020 23:07,0.3
7/12/2020 23:08,3.8
7/12/2020 23:09,0.3
7/12/2020 23:10,8.2
7/12/2020 23:11,0.3
7/12/2020 23:12,1.1
7/12/2020 23:13,2.6
7/12/2020 23:14,6
7/12/2020 23:15,2.7
7/12/2020 23:16,0.4
7/12/2020 23:17,0.2
7/12/2020 23:18,4.6
7/12/2020 23:19,0.3
7/12/2020 23:20,8.8
7/12/2020 23:21,0.3
7/12/2020 23:22,0.9
7/12/2020 23:23,2.5
7/12/2020 23:24,9.9
7/12/2020 23:25,34.4
7/12/2020 23:26,7.4
7/12/2020 23:27,0.5
7/12/2020 23:28,2.3
7/12/2020 23:29,0.3
7/12/2020 23:30,10.8
7/12/2020 23:31,0.3
7/12/2020 23:32,0.9
7/12/2020 23:33,2.2
7/12/2020 23:34,5.8
7/12/2020 23:35,2.9
7/12/2020 23:36,0.4
7/12/2020 23:37,0.1
7/12/2020 23:38,2.9
7/12/2020 23:39,0.4
7/12/2020 23:40,7.6
7/12/2020 23:41,0.3
7/12/2020 23:42,0.2
7/12/2020 23:43,4.1
7/12/2020 23:44,0.5
7/12/2020 23:45,2.9
7/12/2020 23:46,0.2
7/12/2020 23:47,0.2
7/12/2020 23:48,2.9
7/12/2020 23:49,0.3
7/12/2020 23:50,8.3
7/12/2020 23:51,0.4
7/12/2020 23:52,0.9
7/12/2020 23:53,2.6
7/12/2020 23:54,8.5
7/12/2020 23:55,28.8
7/12/2020 23:56,1.5
7/12/2020 23:57,0.3
7/12/2020 23:58,5.6
7/12/2020 23:59,0.4
7/13/2020 0:00,32.7
7/13/2020 0:01,0.7
7/13/2020 0:02,1.1
7/13/2020 0:03,5
7/13/2020 0:04,1.1
7/13/2020 0:05,3.5
7/13/2020 0:06,0.7
7/13/2020 0:07,0.7
7/13/2020 0:08,3.7
7/13/2020 0:09,0.7
7/13/2020 0:10,3.3
7/13/2020 0:11,0.7
7/13/2020 0:12,0.4
7/13/2020 0:13,3.4
7/13/2020 0:14,6.4
7/13/2020 0:15,4.3
7/13/2020 0:16,0.9
7/13/2020 0:17,0.5
7/13/2020 0:18,4.3
7/13/2020 0:19,0.9
7/13/2020 0:20,5.3
7/13/2020 0:21,0.9
7/13/2020 0:22,0.7
7/13/2020 0:23,3.1
7/13/2020 0:24,1.7
7/13/2020 0:25,21.3
7/13/2020 0:26,0.7
7/13/2020 0:27,0.8
7/13/2020 0:28,3.9
7/13/2020 0:29,1.7
7/13/2020 0:30,6.9
7/13/2020 0:31,0.7
7/13/2020 0:32,0.8
7/13/2020 0:33,1.6
7/13/2020 0:34,2.7
7/13/2020 0:35,3.8
7/13/2020 0:36,1.3
7/13/2020 0:37,1.6
7/13/2020 0:38,2.9
7/13/2020 0:39,5.8
7/13/2020 0:40,3.4
7/13/2020 0:41,0.7
7/13/2020 0:42,1.3
7/13/2020 0:43,5.9
7/13/2020 0:44,1.7
7/13/2020 0:45,3.7
7/13/2020 0:46,1.3
7/13/2020 0:47,0.8
7/13/2020 0:48,2.7
7/13/2020 0:49,0.7
7/13/2020 0:50,3.1
7/13/2020 0:51,0.6
7/13/2020 0:52,1.4
7/13/2020 0:53,1.9
7/13/2020 0:54,5.6
7/13/2020 0:55,22.6
7/13/2020 0:56,1.7
7/13/2020 0:57,8.2
7/13/2020 0:58,3.6
7/13/2020 0:59,2.7
7/13/2020 1:00,41.7
7/13/2020 1:01,1.8
7/13/2020 1:02,0.9
7/13/2020 1:03,3.4
7/13/2020 1:04,1.7
7/13/2020 1:05,7.8
7/13/2020 1:06,0.5
7/13/2020 1:07,0.8
7/13/2020 1:08,14.4
7/13/2020 1:09,0.7
7/13/2020 1:10,8
7/13/2020 1:11,0.5
7/13/2020 1:12,1.3
7/13/2020 1:13,1.5
7/13/2020 1:14,6.8
7/13/2020 1:15,2.9
7/13/2020 1:16,0.8
7/13/2020 1:17,0.6
7/13/2020 1:18,5.4
7/13/2020 1:19,0.5
7/13/2020 1:20,7.3
7/13/2020 1:21,0.7
7/13/2020 1:22,0.6
7/13/2020 1:23,2.8
7/13/2020 1:24,15.4
7/13/2020 1:25,30.8
7/13/2020 1:26,4.3
7/13/2020 1:27,0.7
7/13/2020 1:28,3.3
7/13/2020 1:29,0.7
7/13/2020 1:30,8.7
7/13/2020 1:31,0.4
7/13/2020 1:32,0.5
7/13/2020 1:33,2.7
7/13/2020 1:34,5.6
7/13/2020 1:35,4.1
7/13/2020 1:36,0.4
7/13/2020 1:37,0.4
7/13/2020 1:38,3.7
7/13/2020 1:39,0.3
7/13/2020 1:40,4.4
7/13/2020 1:41,0.3
7/13/2020 1:42,0.5
7/13/2020 1:43,4.1
7/13/2020 1:44,0.3
7/13/2020 1:45,3.5
7/13/2020 1:46,0.3
7/13/2020 1:47,0.5
7/13/2020 1:48,4.6
7/13/2020 1:49,0.3
7/13/2020 1:50,4.4
7/13/2020 1:51,0.3
7/13/2020 1:52,0.5
7/13/2020 1:53,3.2
7/13/2020 1:54,5.2
7/13/2020 1:55,29
7/13/2020 1:56,1.3
7/13/2020 1:57,1
7/13/2020 1:58,5.1
7/13/2020 1:59,0.5
7/13/2020 2:00,4.8
7/13/2020 2:01,0.5
7/13/2020 2:02,1
7/13/2020 2:03,3.7
7/13/2020 2:04,0.7
7/13/2020 2:05,2.9
7/13/2020 2:06,0.5
7/13/2020 2:07,0.4
7/13/2020 2:08,2.9
7/13/2020 2:09,0.3
7/13/2020 2:10,9.1
7/13/2020 2:11,0.3
7/13/2020 2:12,1.3
7/13/2020 2:13,2.3
7/13/2020 2:14,6.1
7/13/2020 2:15,4.7
7/13/2020 2:16,0.4
7/13/2020 2:17,0.3
7/13/2020 2:18,2.9
7/13/2020 2:19,0.4
7/13/2020 2:20,9
7/13/2020 2:21,0.3
7/13/2020 2:22,0.9
7/13/2020 2:23,2.8
7/13/2020 2:24,6.6
7/13/2020 2:25,20
7/13/2020 2:26,1
7/13/2020 2:27,0.6
7/13/2020 2:28,3
7/13/2020 2:29,0.3
7/13/2020 2:30,12.4
7/13/2020 2:31,0.3
7/13/2020 2:32,0.3
7/13/2020 2:33,2.5
7/13/2020 2:34,6
7/13/2020 2:35,3.2
7/13/2020 2:36,0.3
7/13/2020 2:37,0.4
7/13/2020 2:38,2.9
7/13/2020 2:39,0.3
7/13/2020 2:40,6.9
7/13/2020 2:41,0.1
7/13/2020 2:42,0.3
7/13/2020 2:43,5
7/13/2020 2:44,0.3
7/13/2020 2:45,2.7
7/13/2020 2:46,0.2
7/13/2020 2:47,0.2
7/13/2020 2:48,4.4
7/13/2020 2:49,0.3
7/13/2020 2:50,8.7
7/13/2020 2:51,0.2
7/13/2020 2:52,0.9
7/13/2020 2:53,3.1
7/13/2020 2:54,2.5
7/13/2020 2:55,25.4
7/13/2020 2:56,1.2
7/13/2020 2:57,13.4
7/13/2020 2:58,3.3
7/13/2020 2:59,1
7/13/2020 3:00,10.1
7/13/2020 3:01,0.5
7/13/2020 3:02,1.1
7/13/2020 3:03,5.2
7/13/2020 3:04,0.6
7/13/2020 3:05,3.2
7/13/2020 3:06,0.3
7/13/2020 3:07,0.3
7/13/2020 3:08,2.4
7/13/2020 3:09,0.5
7/13/2020 3:10,5.3
7/13/2020 3:11,0.2
7/13/2020 3:12,0.5
7/13/2020 3:13,2.1
7/13/2020 3:14,7.7
7/13/2020 3:15,2.7
7/13/2020 3:16,0.3
7/13/2020 3:17,0.2
7/13/2020 3:18,4.8
7/13/2020 3:19,0.3
7/13/2020 3:20,4.9
7/13/2020 3:21,0.1
7/13/2020 3:22,0.2
7/13/2020 3:23,2.3
7/13/2020 3:24,5
7/13/2020 3:25,19.2
7/13/2020 3:26,0.3
7/13/2020 3:27,0.3
7/13/2020 3:28,5.7
7/13/2020 3:29,0.3
7/13/2020 3:30,6.1
7/13/2020 3:31,20
7/13/2020 3:32,1
7/13/2020 3:33,1.9
7/13/2020 3:34,7.4
7/13/2020 3:35,2.6
7/13/2020 3:36,0.3
7/13/2020 3:37,0.2
7/13/2020 3:38,3.3
7/13/2020 3:39,0.3
7/13/2020 3:40,2.6
7/13/2020 3:41,0.2
7/13/2020 3:42,0.1
7/13/2020 3:43,4.5
7/13/2020 3:44,0.3
7/13/2020 3:45,2.2
7/13/2020 3:46,0.2
7/13/2020 3:47,0.1
7/13/2020 3:48,3.1
7/13/2020 3:49,0.2
7/13/2020 3:50,3.1
7/13/2020 3:51,0.4
7/13/2020 3:52,0.2
7/13/2020 3:53,1.5
7/13/2020 3:54,2.1
7/13/2020 3:55,25.3
7/13/2020 3:56,1.5
7/13/2020 3:57,8.6
7/13/2020 3:58,2.4
7/13/2020 3:59,0.2
7/13/2020 4:00,7.8
7/13/2020 4:01,0.4
7/13/2020 4:02,0.7
7/13/2020 4:03,5.4
7/13/2020 4:04,0.5
7/13/2020 4:05,2.9
7/13/2020 4:06,0.2
7/13/2020 4:07,0.2
7/13/2020 4:08,2.9
7/13/2020 4:09,0.2
7/13/2020 4:10,3.9
7/13/2020 4:11,0.3
7/13/2020 4:12,0.9
7/13/2020 4:13,2.3
7/13/2020 4:14,6.1
7/13/2020 4:15,3.3
7/13/2020 4:16,0.4
7/13/2020 4:17,0.2
7/13/2020 4:18,4.9
7/13/2020 4:19,0.3
7/13/2020 4:20,3.3
7/13/2020 4:21,0.3
7/13/2020 4:22,0.7
7/13/2020 4:23,2.5
7/13/2020 4:24,10
7/13/2020 4:25,19.7
7/13/2020 4:26,0.3
7/13/2020 4:27,0.4
7/13/2020 4:28,2.8
7/13/2020 4:29,0.4
7/13/2020 4:30,5
7/13/2020 4:31,0.2
7/13/2020 4:32,0.7
7/13/2020 4:33,2.7
7/13/2020 4:34,5.8
7/13/2020 4:35,2.7
7/13/2020 4:36,0.2
7/13/2020 4:37,0.1
7/13/2020 4:38,4.6
7/13/2020 4:39,0.3
7/13/2020 4:40,10.7
7/13/2020 4:41,0.5
7/13/2020 4:42,1
7/13/2020 4:43,3.7
7/13/2020 4:44,4.5
7/13/2020 4:45,5.6
7/13/2020 4:46,0.4
7/13/2020 4:47,0.3
7/13/2020 4:48,4.6
7/13/2020 4:49,0.3
7/13/2020 4:50,8.6
7/13/2020 4:51,0.1
7/13/2020 4:52,0.9
7/13/2020 4:53,2.4
7/13/2020 4:54,3.4
7/13/2020 4:55,27.5
7/13/2020 4:56,1.6
7/13/2020 4:57,0.3
7/13/2020 4:58,4.7
7/13/2020 4:59,0.3
7/13/2020 5:00,9.9
7/13/2020 5:01,0.5
7/13/2020 5:02,1
7/13/2020 5:03,2.3
7/13/2020 5:04,3
7/13/2020 5:05,2.9
7/13/2020 5:06,0.3
7/13/2020 5:07,0.1
7/13/2020 5:08,3.1
7/13/2020 5:09,0.3
7/13/2020 5:10,5.7
7/13/2020 5:11,0.2
7/13/2020 5:12,1.1
7/13/2020 5:13,2.5
7/13/2020 5:14,7.5
7/13/2020 5:15,5.2
7/13/2020 5:16,0.4
7/13/2020 5:17,0.1
7/13/2020 5:18,3.1
7/13/2020 5:19,0.3
7/13/2020 5:20,6.9
7/13/2020 5:21,0.2
7/13/2020 5:22,0.3
7/13/2020 5:23,2.3
7/13/2020 5:24,16
7/13/2020 5:25,21
7/13/2020 5:26,0.3
7/13/2020 5:27,0.3
7/13/2020 5:28,3.8
7/13/2020 5:29,0.3
7/13/2020 5:30,8.4
7/13/2020 5:31,0.3
7/13/2020 5:32,0.8
7/13/2020 5:33,2.8
7/13/2020 5:34,7.7
7/13/2020 5:35,3.4
7/13/2020 5:36,0.3
7/13/2020 5:37,0.2
7/13/2020 5:38,4.8
7/13/2020 5:39,0.3
7/13/2020 5:40,4.7
7/13/2020 5:41,0.3
7/13/2020 5:42,0.9
7/13/2020 5:43,4.6
7/13/2020 5:44,0.5
7/13/2020 5:45,2.5
7/13/2020 5:46,0.2
7/13/2020 5:47,0.2
7/13/2020 5:48,2.9
7/13/2020 5:49,0.3
7/13/2020 5:50,5.1
7/13/2020 5:51,0.2
7/13/2020 5:52,1
7/13/2020 5:53,2.4
7/13/2020 5:54,2
7/13/2020 5:55,30.2
7/13/2020 5:56,1.3
7/13/2020 5:57,0.7
7/13/2020 5:58,4.6
7/13/2020 5:59,0.6
7/13/2020 6:00,6.3
